train,validation
0.019636081751578202,0.007280090516100505
0.005242349383871568,0.004074656141234473
0.00397287632893244,0.003913988436189746
0.003806528064530708,0.0038203633476292624
0.0037058896730545196,0.0037117631706808296
0.003637816465315465,0.0036681299201778267
0.0035787132102647564,0.003632639369503262
0.0035306393487963125,0.003591725798157443
0.0034934092184262418,0.003514831379843166
0.003474973504158632,0.0034798925802793485
0.0034332838155884116,0.0034670036534191154
0.0034239641231279764,0.0034687598249764136
0.0034041690804318017,0.0034662960031363625
0.0033964362477501685,0.003459191492376184
0.003379523874238527,0.003446421250936553
0.0033738281499663464,0.003461972538692256
0.003354497409086189,0.0034880385168695022
0.003353528251183431,0.003442787306474721
0.0033526836788493716,0.0034287909771332386
0.003334523793215819,0.003394141643920669
0.003325531667068428,0.0034538425277874226
0.0033192104039731865,0.003454366241515215
0.0033137761276008973,0.0034675025776128416
0.003311350872035384,0.0034057577514821397
0.003300985037509497,0.0033846151179334682
0.0033049407254062413,0.0033907695095487206
0.003295110635149912,0.0033998165727964426
0.0032948375581784597,0.0033363258085695895
0.0032729078024977118,0.0034038817209962177
0.0032718357025167464,0.003470901665250061
0.0032710003026818276,0.0033656432691107816
0.0032634526024283954,0.0033238582256585473
0.003270443510766069,0.003443270918242412
0.003254162331674984,0.003358923960712716
0.003249381452765383,0.003355376903657868
0.0032493858047029766,0.003310615324499806
0.0032507093340258843,0.0033019655337349313
0.0032405053940880485,0.0033328946194073764
0.003249088923717308,0.003324784439991206
0.0032286092924430944,0.0034186717027859274
0.0032257055728675374,0.0033953617582613204
0.0032327476374175495,0.0033428434087129843
0.0032499364795861066,0.0033995912994474304
0.0032158030655714655,0.0033203144044992292
0.003218670130310326,0.0033802994344330813
0.0032136520681659477,0.0033940707255082784
0.0032123635328008128,0.0033254738435581593
0.003213163777866225,0.003320818933605638
0.0032109969979937014,0.003328764312928321
0.003219575509216363,0.0032936269192196917
0.0031982332354405906,0.0033972077373099247
0.0031991357403869385,0.003326129779105984
0.003205791082648661,0.003420868452632844
0.0031876219481837653,0.0032792126813070525
0.0031912333384197357,0.0034420846572001686
